turn,condition,treatment,treatment_label,transfer,return,default_transfer,default_return,earnings_transferrer,earnings_returner,total_earnings_transferrer,total_earnings_returner,link_condition,info_condition,total_time_transferrer,total_time_returner,workerId_transferrer,workerId_returner,machiv_transferrer,machiv_returner,age_transferrer,age_returner,pretest_tries_transferrer,pretest_tries_returner,prev_exp_transferrer,prev_exp_returner,clarity_transferrer,clarity_returner,tech_difficulties_transferrer,tech_difficulties_returner,educ_transferrer,educ_returner,gender_transferrer,gender_returner,lagged_transfer,lagged_avg_return,relationship,crelationship,conditionid
28,0,37,C,5,1,False,False,5,14,913,910,control,local,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,10,7,1370,1522,39
29,0,37,C,5,10,False,False,10,5,910,1097,control,local,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,5,8,1372,1524,39
29,0,37,C,5,7,False,True,10,8,910,913,control,local,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,5,8,1371,1523,39
0,1,37,C,0,0,True,False,20,0,913,1097,unrestricted,global,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,,,1375,1606,40
0,1,37,C,0,0,True,False,20,0,913,910,unrestricted,global,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,,,1370,1601,40
1,1,37,C,0,0,False,True,0,0,1097,913,unrestricted,global,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,0,0,1374,1605,40
1,1,37,C,20,2,False,False,0,58,1097,910,unrestricted,global,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,0,0,1373,1604,40
2,1,37,C,5,0,False,True,10,15,910,913,unrestricted,global,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,20,1,1371,1602,40
2,1,37,C,5,0,False,False,10,15,910,1097,unrestricted,global,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,20,1,1372,1603,40
3,1,37,C,0,0,True,False,20,0,913,1097,unrestricted,global,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,5,0,1375,1606,40
3,1,37,C,0,0,True,False,20,0,913,910,unrestricted,global,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,5,0,1370,1601,40
4,1,37,C,0,0,False,True,0,0,1097,913,unrestricted,global,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,0,0,1374,1605,40
4,1,37,C,20,1,False,False,0,59,1097,910,unrestricted,global,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,0,0,1373,1604,40
5,1,37,C,5,10,False,False,10,5,910,913,unrestricted,global,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,20,0,1371,1602,40
5,1,37,C,5,0,False,False,10,15,910,1097,unrestricted,global,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,20,0,1372,1603,40
6,1,37,C,10,15,False,False,5,15,913,1097,unrestricted,global,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,5,5,1375,1606,40
6,1,37,C,5,1,False,False,5,14,913,910,unrestricted,global,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,5,5,1370,1601,40
7,1,37,C,0,0,True,True,20,0,1097,913,unrestricted,global,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,10,8,1374,1605,40
7,1,37,C,0,0,True,False,20,0,1097,910,unrestricted,global,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,10,8,1373,1604,40
8,1,37,C,5,10,False,False,10,5,910,913,unrestricted,global,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,0,0,1371,1602,40
8,1,37,C,5,0,False,True,10,15,910,1097,unrestricted,global,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,0,0,1372,1603,40
9,1,37,C,20,0,False,True,0,60,913,1097,unrestricted,global,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,5,5,1375,1606,40
9,1,37,C,0,0,False,False,0,0,913,910,unrestricted,global,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,5,5,1370,1601,40
10,1,37,C,20,30,False,False,0,30,1097,913,unrestricted,global,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,20,0,1374,1605,40
10,1,37,C,0,0,False,False,0,0,1097,910,unrestricted,global,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,20,0,1373,1604,40
11,1,37,C,5,10,False,False,10,5,910,913,unrestricted,global,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,0,15,1371,1602,40
11,1,37,C,5,5,False,False,10,10,910,1097,unrestricted,global,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,0,15,1372,1603,40
12,1,37,C,20,30,False,False,0,30,913,1097,unrestricted,global,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,5,7,1375,1606,40
12,1,37,C,0,0,False,False,0,0,913,910,unrestricted,global,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,5,7,1370,1601,40
13,1,37,C,20,30,False,False,0,30,1097,913,unrestricted,global,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,20,15,1374,1605,40
13,1,37,C,0,0,False,False,0,0,1097,910,unrestricted,global,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,20,15,1373,1604,40
14,1,37,C,5,10,False,False,10,5,910,913,unrestricted,global,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,0,15,1371,1602,40
14,1,37,C,5,0,False,True,10,25,910,1097,unrestricted,global,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,0,15,1372,1603,40
15,1,37,C,20,30,False,False,0,30,913,1097,unrestricted,global,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,5,5,1375,1606,40
15,1,37,C,0,0,False,False,0,0,913,910,unrestricted,global,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,5,5,1370,1601,40
16,1,37,C,20,30,False,False,0,30,1097,913,unrestricted,global,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,20,15,1374,1605,40
16,1,37,C,0,0,False,False,0,0,1097,910,unrestricted,global,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,20,15,1373,1604,40
17,1,37,C,5,10,False,False,10,5,910,913,unrestricted,global,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,0,15,1371,1602,40
17,1,37,C,5,10,False,False,10,5,910,1097,unrestricted,global,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,0,15,1372,1603,40
18,1,37,C,20,30,False,False,0,30,913,1097,unrestricted,global,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,5,10,1375,1606,40
18,1,37,C,0,0,False,False,0,0,913,910,unrestricted,global,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,5,10,1370,1601,40
19,1,37,C,10,15,False,False,0,15,1097,913,unrestricted,global,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,20,15,1374,1605,40
19,1,37,C,10,0,False,True,0,57,1097,910,unrestricted,global,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,20,15,1373,1604,40
20,1,37,C,5,10,False,False,10,5,910,913,unrestricted,global,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,10,7,1371,1602,40
20,1,37,C,5,0,False,False,10,15,910,1097,unrestricted,global,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,10,7,1372,1603,40
21,1,37,C,20,30,False,False,0,30,913,1097,unrestricted,global,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,5,5,1375,1606,40
21,1,37,C,0,0,False,False,0,0,913,910,unrestricted,global,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,5,5,1370,1601,40
22,1,37,C,20,30,False,False,0,30,1097,913,unrestricted,global,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,20,15,1374,1605,40
22,1,37,C,0,0,False,False,0,0,1097,910,unrestricted,global,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,20,15,1373,1604,40
23,1,37,C,5,10,False,False,10,5,910,913,unrestricted,global,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,0,15,1371,1602,40
23,1,37,C,5,0,False,False,10,15,910,1097,unrestricted,global,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,0,15,1372,1603,40
24,1,37,C,20,30,False,False,0,30,913,1097,unrestricted,global,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,5,5,1375,1606,40
24,1,37,C,0,0,False,False,0,0,913,910,unrestricted,global,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,5,5,1370,1601,40
25,1,37,C,20,30,False,False,0,30,1097,913,unrestricted,global,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,20,15,1374,1605,40
25,1,37,C,0,0,False,False,0,0,1097,910,unrestricted,global,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,20,15,1373,1604,40
26,1,37,C,5,10,False,False,10,5,910,913,unrestricted,global,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,0,15,1371,1602,40
26,1,37,C,5,0,False,False,10,15,910,1097,unrestricted,global,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,0,15,1372,1603,40
27,1,37,C,20,30,False,False,0,30,913,1097,unrestricted,global,3897.0,3226.0,A1XP77IRAJCX5B,A2KHV2D09JAWPC,88,78,,,0,2,None,20+,y,y,4,0,14,14,m,m,5,5,1375,1606,40
27,1,37,C,0,0,False,False,0,0,913,910,unrestricted,global,3897.0,3459.0,A1XP77IRAJCX5B,A1M2AROM5M1IT9,88,94,,,0,0,None,None,y,n,4,1,14,15,m,f,5,5,1370,1601,40
28,1,37,C,20,30,False,False,0,30,1097,913,unrestricted,global,3226.0,3897.0,A2KHV2D09JAWPC,A1XP77IRAJCX5B,78,88,,,2,0,20+,None,y,y,0,4,14,14,m,m,20,15,1374,1605,40
28,1,37,C,0,0,False,False,0,0,1097,910,unrestricted,global,3226.0,3459.0,A2KHV2D09JAWPC,A1M2AROM5M1IT9,78,94,,,2,0,20+,None,y,n,0,1,14,15,m,f,20,15,1373,1604,40
29,1,37,C,5,10,False,False,10,5,910,913,unrestricted,global,3459.0,3897.0,A1M2AROM5M1IT9,A1XP77IRAJCX5B,94,88,,,0,0,None,None,n,y,1,4,15,14,f,m,0,15,1371,1602,40
29,1,37,C,5,0,False,False,10,15,910,1097,unrestricted,global,3459.0,3226.0,A1M2AROM5M1IT9,A2KHV2D09JAWPC,94,78,,,0,2,None,20+,n,y,1,0,15,14,f,m,0,15,1372,1603,40
0,0,42,E,0,0,True,False,20,0,361,605,control,local,3044.0,4622.0,AAXYYH9MI3PJM,A1IU5OP7BBZHZ7,96,101,,,1,3,10,2,y,y,0,5,16,0,m,m,,,1768,2029,45
0,0,42,E,0,0,True,False,20,0,361,647,control,local,3044.0,4717.0,AAXYYH9MI3PJM,A3PKJ0CX86ZAWN,96,96,,,1,4,10,None,y,y,0,1,16,0,m,f,,,1769,2030,45
1,0,42,E,0,0,False,False,19,0,605,361,control,local,4622.0,3044.0,A1IU5OP7BBZHZ7,AAXYYH9MI3PJM,101,96,,,3,1,2,10,y,y,5,0,0,16,m,m,0,0,1767,2028,45
1,0,42,E,1,1,False,False,19,2,605,647,control,local,4622.0,4717.0,A1IU5OP7BBZHZ7,A3PKJ0CX86ZAWN,101,96,,,3,4,2,None,y,y,5,1,0,0,m,f,0,0,1766,2027,45
2,0,42,E,2,3,False,False,15,3,647,361,control,local,4717.0,3044.0,A3PKJ0CX86ZAWN,AAXYYH9MI3PJM,96,96,,,4,1,None,10,y,y,1,0,0,16,f,m,1,0,1770,2031,45
2,0,42,E,3,0,False,True,15,9,647,605,control,local,4717.0,4622.0,A3PKJ0CX86ZAWN,A1IU5OP7BBZHZ7,96,101,,,4,3,None,2,y,y,1,5,0,0,f,m,1,0,1765,2026,45
3,0,42,E,10,1,False,False,0,29,361,605,control,local,3044.0,4622.0,AAXYYH9MI3PJM,A1IU5OP7BBZHZ7,96,101,,,1,3,10,2,y,y,0,5,16,0,m,m,2,1,1768,2029,45
3,0,42,E,10,0,False,True,0,60,361,647,control,local,3044.0,4717.0,AAXYYH9MI3PJM,A3PKJ0CX86ZAWN,96,96,,,1,4,10,None,y,y,0,1,16,0,m,f,2,1,1769,2030,45
4,0,42,E,0,0,False,False,19,0,605,361,control,local,4622.0,3044.0,A1IU5OP7BBZHZ7,AAXYYH9MI3PJM,101,96,,,3,1,2,10,y,y,5,0,0,16,m,m,10,0,1767,2028,45
4,0,42,E,1,0,False,True,19,6,605,647,control,local,4622.0,4717.0,A1IU5OP7BBZHZ7,A3PKJ0CX86ZAWN,101,96,,,3,4,2,None,y,y,5,1,0,0,m,f,10,0,1766,2027,45
5,0,42,E,1,0,False,False,18,3,647,361,control,local,4717.0,3044.0,A3PKJ0CX86ZAWN,AAXYYH9MI3PJM,96,96,,,4,1,None,10,y,y,1,0,0,16,f,m,1,0,1770,2031,45
5,0,42,E,1,0,False,True,18,6,647,605,control,local,4717.0,4622.0,A3PKJ0CX86ZAWN,A1IU5OP7BBZHZ7,96,101,,,4,3,None,2,y,y,1,5,0,0,f,m,1,0,1765,2026,45
6,0,42,E,5,0,False,False,10,15,361,605,control,local,3044.0,4622.0,AAXYYH9MI3PJM,A1IU5OP7BBZHZ7,96,101,,,1,3,10,2,y,y,0,5,16,0,m,m,1,0,1768,2029,45
6,0,42,E,5,2,False,False,10,13,361,647,control,local,3044.0,4717.0,AAXYYH9MI3PJM,A3PKJ0CX86ZAWN,96,96,,,1,4,10,None,y,y,0,1,16,0,m,f,1,0,1769,2030,45
7,0,42,E,0,0,False,False,18,0,605,361,control,local,4622.0,3044.0,A1IU5OP7BBZHZ7,AAXYYH9MI3PJM,101,96,,,3,1,2,10,y,y,5,0,0,16,m,m,5,1,1767,2028,45
7,0,42,E,2,0,False,False,18,6,605,647,control,local,4622.0,4717.0,A1IU5OP7BBZHZ7,A3PKJ0CX86ZAWN,101,96,,,3,4,2,None,y,y,5,1,0,0,m,f,5,1,1766,2027,45
8,0,42,E,1,3,False,False,18,0,647,361,control,local,4717.0,3044.0,A3PKJ0CX86ZAWN,AAXYYH9MI3PJM,96,96,,,4,1,None,10,y,y,1,0,0,16,f,m,2,0,1770,2031,45
8,0,42,E,1,0,False,False,18,3,647,605,control,local,4717.0,4622.0,A3PKJ0CX86ZAWN,A1IU5OP7BBZHZ7,96,101,,,4,3,None,2,y,y,1,5,0,0,f,m,2,0,1765,2026,45
9,0,42,E,0,0,False,False,10,0,361,605,control,local,3044.0,4622.0,AAXYYH9MI3PJM,A1IU5OP7BBZHZ7,96,101,,,1,3,10,2,y,y,0,5,16,0,m,m,1,1,1768,2029,45
9,0,42,E,10,2,False,False,10,28,361,647,control,local,3044.0,4717.0,AAXYYH9MI3PJM,A3PKJ0CX86ZAWN,96,96,,,1,4,10,None,y,y,0,1,16,0,m,f,1,1,1769,2030,45
10,0,42,E,0,0,False,False,18,0,605,361,control,local,4622.0,3044.0,A1IU5OP7BBZHZ7,AAXYYH9MI3PJM,101,96,,,3,1,2,10,y,y,5,0,0,16,m,m,0,1,1767,2028,45
10,0,42,E,2,0,False,False,18,6,605,647,control,local,4622.0,4717.0,A1IU5OP7BBZHZ7,A3PKJ0CX86ZAWN,101,96,,,3,4,2,None,y,y,5,1,0,0,m,f,0,1,1766,2027,45
11,0,42,E,1,0,False,False,18,3,647,361,control,local,4717.0,3044.0,A3PKJ0CX86ZAWN,AAXYYH9MI3PJM,96,96,,,4,1,None,10,y,y,1,0,0,16,f,m,2,0,1770,2031,45
11,0,42,E,1,0,False,True,18,6,647,605,control,local,4717.0,4622.0,A3PKJ0CX86ZAWN,A1IU5OP7BBZHZ7,96,101,,,4,3,None,2,y,y,1,5,0,0,f,m,2,0,1765,2026,45
12,0,42,E,0,0,False,False,20,0,361,605,control,local,3044.0,4622.0,AAXYYH9MI3PJM,A1IU5OP7BBZHZ7,96,101,,,1,3,10,2,y,y,0,5,16,0,m,m,1,0,1768,2029,45
12,0,42,E,0,0,False,False,20,0,361,647,control,local,3044.0,4717.0,AAXYYH9MI3PJM,A3PKJ0CX86ZAWN,96,96,,,1,4,10,None,y,y,0,1,16,0,m,f,1,0,1769,2030,45
13,0,42,E,0,0,False,False,18,0,605,361,control,local,4622.0,3044.0,A1IU5OP7BBZHZ7,AAXYYH9MI3PJM,101,96,,,3,1,2,10,y,y,5,0,0,16,m,m,0,0,1767,2028,45
13,0,42,E,2,0,False,False,18,6,605,647,control,local,4622.0,4717.0,A1IU5OP7BBZHZ7,A3PKJ0CX86ZAWN,101,96,,,3,4,2,None,y,y,5,1,0,0,m,f,0,0,1766,2027,45
14,0,42,E,1,1,False,False,18,2,647,361,control,local,4717.0,3044.0,A3PKJ0CX86ZAWN,AAXYYH9MI3PJM,96,96,,,4,1,None,10,y,y,1,0,0,16,f,m,2,0,1770,2031,45
14,0,42,E,1,0,False,False,18,3,647,605,control,local,4717.0,4622.0,A3PKJ0CX86ZAWN,A1IU5OP7BBZHZ7,96,101,,,4,3,None,2,y,y,1,5,0,0,f,m,2,0,1765,2026,45
15,0,42,E,0,0,False,False,15,0,361,605,control,local,3044.0,4622.0,AAXYYH9MI3PJM,A1IU5OP7BBZHZ7,96,101,,,1,3,10,2,y,y,0,5,16,0,m,m,1,0,1768,2029,45
15,0,42,E,5,2,False,False,15,13,361,647,control,local,3044.0,4717.0,AAXYYH9MI3PJM,A3PKJ0CX86ZAWN,96,96,,,1,4,10,None,y,y,0,1,16,0,m,f,1,0,1769,2030,45
16,0,42,E,0,0,False,False,15,0,605,361,control,local,4622.0,3044.0,A1IU5OP7BBZHZ7,AAXYYH9MI3PJM,101,96,,,3,1,2,10,y,y,5,0,0,16,m,m,0,1,1767,2028,45
16,0,42,E,5,0,False,False,15,15,605,647,control,local,4622.0,4717.0,A1IU5OP7BBZHZ7,A3PKJ0CX86ZAWN,101,96,,,3,4,2,None,y,y,5,1,0,0,m,f,0,1,1766,2027,45
17,0,42,E,1,1,False,False,18,2,647,361,control,local,4717.0,3044.0,A3PKJ0CX86ZAWN,AAXYYH9MI3PJM,96,96,,,4,1,None,10,y,y,1,0,0,16,f,m,5,0,1770,2031,45
17,0,42,E,1,0,False,False,18,3,647,605,control,local,4717.0,4622.0,A3PKJ0CX86ZAWN,A1IU5OP7BBZHZ7,96,101,,,4,3,None,2,y,y,1,5,0,0,f,m,5,0,1765,2026,45
18,0,42,E,0,0,False,False,17,0,361,605,control,local,3044.0,4622.0,AAXYYH9MI3PJM,A1IU5OP7BBZHZ7,96,101,,,1,3,10,2,y,y,0,5,16,0,m,m,1,0,1768,2029,45
18,0,42,E,3,0,False,False,17,9,361,647,control,local,3044.0,4717.0,AAXYYH9MI3PJM,A3PKJ0CX86ZAWN,96,96,,,1,4,10,None,y,y,0,1,16,0,m,f,1,0,1769,2030,45
19,0,42,E,0,0,False,False,17,0,605,361,control,local,4622.0,3044.0,A1IU5OP7BBZHZ7,AAXYYH9MI3PJM,101,96,,,3,1,2,10,y,y,5,0,0,16,m,m,0,0,1767,2028,45
19,0,42,E,3,0,False,True,17,18,605,647,control,local,4622.0,4717.0,A1IU5OP7BBZHZ7,A3PKJ0CX86ZAWN,101,96,,,3,4,2,None,y,y,5,1,0,0,m,f,0,0,1766,2027,45
20,0,42,E,3,0,False,True,15,0,647,361,control,local,4717.0,3044.0,A3PKJ0CX86ZAWN,AAXYYH9MI3PJM,96,96,,,4,1,None,10,y,y,1,0,0,16,f,m,3,0,1770,2031,45
20,0,42,E,2,0,False,True,15,12,647,605,control,local,4717.0,4622.0,A3PKJ0CX86ZAWN,A1IU5OP7BBZHZ7,96,101,,,4,3,None,2,y,y,1,5,0,0,f,m,3,0,1765,2026,45
21,0,42,E,0,0,False,False,15,0,361,605,control,local,3044.0,4622.0,AAXYYH9MI3PJM,A1IU5OP7BBZHZ7,96,101,,,1,3,10,2,y,y,0,5,16,0,m,m,3,0,1768,2029,45
21,0,42,E,5,0,False,True,15,30,361,647,control,local,3044.0,4717.0,AAXYYH9MI3PJM,A3PKJ0CX86ZAWN,96,96,,,1,4,10,None,y,y,0,1,16,0,m,f,3,0,1769,2030,45
22,0,42,E,0,0,False,False,18,0,605,361,control,local,4622.0,3044.0,A1IU5OP7BBZHZ7,AAXYYH9MI3PJM,101,96,,,3,1,2,10,y,y,5,0,0,16,m,m,0,0,1767,2028,45
22,0,42,E,2,1,False,False,18,5,605,647,control,local,4622.0,4717.0,A1IU5OP7BBZHZ7,A3PKJ0CX86ZAWN,101,96,,,3,4,2,None,y,y,5,1,0,0,m,f,0,0,1766,2027,45
23,0,42,E,2,3,False,False,14,3,647,361,control,local,4717.0,3044.0,A3PKJ0CX86ZAWN,AAXYYH9MI3PJM,96,96,,,4,1,None,10,y,y,1,0,0,16,f,m,2,0,1770,2031,45
23,0,42,E,4,0,False,False,14,12,647,605,control,local,4717.0,4622.0,A3PKJ0CX86ZAWN,A1IU5OP7BBZHZ7,96,101,,,4,3,None,2,y,y,1,5,0,0,f,m,2,0,1765,2026,45
24,0,42,E,0,0,True,False,20,0,361,605,control,local,3044.0,4622.0,AAXYYH9MI3PJM,A1IU5OP7BBZHZ7,96,101,,,1,3,10,2,y,y,0,5,16,0,m,m,2,1,1768,2029,45
24,0,42,E,0,0,True,False,20,0,361,647,control,local,3044.0,4717.0,AAXYYH9MI3PJM,A3PKJ0CX86ZAWN,96,96,,,1,4,10,None,y,y,0,1,16,0,m,f,2,1,1769,2030,45
25,0,42,E,0,0,False,False,20,0,605,361,control,local,4622.0,3044.0,A1IU5OP7BBZHZ7,AAXYYH9MI3PJM,101,96,,,3,1,2,10,y,y,5,0,0,16,m,m,0,0,1767,2028,45
25,0,42,E,0,0,False,False,20,0,605,647,control,local,4622.0,4717.0,A1IU5OP7BBZHZ7,A3PKJ0CX86ZAWN,101,96,,,3,4,2,None,y,y,5,1,0,0,m,f,0,0,1766,2027,45
26,0,42,E,2,3,False,False,14,3,647,361,control,local,4717.0,3044.0,A3PKJ0CX86ZAWN,AAXYYH9MI3PJM,96,96,,,4,1,None,10,y,y,1,0,0,16,f,m,0,0,1770,2031,45
26,0,42,E,4,0,False,False,14,12,647,605,control,local,4717.0,4622.0,A3PKJ0CX86ZAWN,A1IU5OP7BBZHZ7,96,101,,,4,3,None,2,y,y,1,5,0,0,f,m,0,0,1765,2026,45
27,0,42,E,0,0,True,False,20,0,361,605,control,local,3044.0,4622.0,AAXYYH9MI3PJM,A1IU5OP7BBZHZ7,96,101,,,1,3,10,2,y,y,0,5,16,0,m,m,2,1,1768,2029,45
27,0,42,E,0,0,True,False,20,0,361,647,control,local,3044.0,4717.0,AAXYYH9MI3PJM,A3PKJ0CX86ZAWN,96,96,,,1,4,10,None,y,y,0,1,16,0,m,f,2,1,1769,2030,45
28,0,42,E,0,0,False,False,20,0,605,361,control,local,4622.0,3044.0,A1IU5OP7BBZHZ7,AAXYYH9MI3PJM,101,96,,,3,1,2,10,y,y,5,0,0,16,m,m,0,0,1767,2028,45
28,0,42,E,0,0,False,False,20,0,605,647,control,local,4622.0,4717.0,A1IU5OP7BBZHZ7,A3PKJ0CX86ZAWN,101,96,,,3,4,2,None,y,y,5,1,0,0,m,f,0,0,1766,2027,45
29,0,42,E,0,0,False,False,15,0,647,361,control,local,4717.0,3044.0,A3PKJ0CX86ZAWN,AAXYYH9MI3PJM,96,96,,,4,1,None,10,y,y,1,0,0,16,f,m,0,0,1770,2031,45
